title,author,publisher,publishing_date,pages,price,language,ISBN_13,complete_link,comments
"Extending Power BI with Python and R: Ingest, transform, enrich, and visualize data using the power of analytical languages",Luca Zavarella and Francesca Lazzeri,Packt Publishing,2021-11-26,558.0,40.66,English,978-1801078207,https://www.amazon.com/Extending-Power-Python-transform-analytical/dp/1801078203/ref=sr_1_263?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-263,NaN
Data Science for Dummies,Lillian Pierson,"For Dummies, 1st edition",2015-03-09,408.0,8.75,English,978-1118841556,https://www.amazon.com/Data-Science-Dummies-Lillian-Pierson/dp/1118841557/ref=sr_1_261?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-261,NaN
Algorithms and Data Structures for Massive Datasets,"Dzejla Medjedovic, Emin Tahirovic, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Algorithms-Data-Structures-Massive-Datasets/dp/1617298034/ref=sr_1_248?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-248,NaN
"The Art of Statistical Thinking: Detect Misinformation, Understand the World Deeper, and Make Better Decisions. (Advanced Thinking Skills)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02720992NY9Y7VBYZ5JY&qualifier=1671165070&id=2380392184025275&widgetName=sp_mtf&url=%2FArt-Statistical-Thinking-Misinformation-Understand%2Fdp%2FB0BJ4RVG57%2Fref%3Dsr_1_257_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-257-spons%26psc%3D1,NaN
Big Data on Campus: Data Analytics and Decision Making in Higher Education,Karen L. Webber and Henry Y. Zheng,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Big-Data-Campus-Analytics-Education/dp/1421439034/ref=sr_1_247?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-247,NaN
Spatial Data Science: With Applications in R (Chapman & Hall/CRC The R Series),Edzer Pebesma and Roger Bivand,"Chapman and Hall/CRC, 1st edition",2023-05-10,328.0,99.95,English,978-1138311183,https://www.amazon.com/Spatial-Data-Science-Applications-Chapman/dp/1138311189/ref=sr_1_253?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-253,NaN
Cracking the Coding Interview: 189 Programming Questions and Solutions,NaN,"CareerCup, 6th edition",2015-07-01,687.0,35.95,English,978-0984782857,https://www.amazon.com/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/ref=sr_1_252?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-252,NaN
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,David Ping,Packt Publishing,2022-01-21,442.0,54.99,English,NaN,https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_250?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-250,NaN
Foundations for Architecting Data Solutions: Managing Successful Data Projects,Ted Malaska and Jonathan Seidman,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Foundations-Architecting-Data-Solutions-Successful/dp/1492038741/ref=sr_1_219?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-219,NaN
Data Science in Chemistry (De Gruyter Textbook),Thorsten Gressling,De Gruyter,2020-11-23,330.0,52.64,English,978-3110629392,https://www.amazon.com/Data-Science-Chemistry-Gruyter-Textbook/dp/3110629399/ref=sr_1_251?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-251,NaN
Data Science for Dummies: 2nd Edition,"Lillian Pierson, Jake Porway - foreword, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Data-Science-Dummies-2nd/dp/B07WHM8XVD/ref=sr_1_246?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-246,NaN
"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – and More – The Full Data Scientist Interview Handbook",DSI ACE PREP,Data Science Interview Books,2022-01-05,158.0,NaN,English,NaN,https://www.amazon.com/Data-Science-Interview-Language-Scientist-ebook/dp/B09PX25VQ3/ref=sr_1_221?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-221,NaN
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics,"Stefan Papp, Wolfgang Weidinger, et al.",Hanser Publications,2022-04-28,576.0,42.49,English,978-1569908860,https://www.amazon.com/Handbook-Data-Science-AI-Analytics/dp/1569908869/ref=sr_1_218?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-218,NaN
Learning Qlik® Sense: The Official Guide,"Christopher Ilacqua, Henric Cronstrom, et al.",Packt Publishing,2015-02-06,230.0,46.99,English,978-1782173359,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0063797GIGCXZ8OI4DX&qualifier=1671165070&id=2380392184025275&widgetName=sp_atf_next&url=%2FLearning-Qlik-Sense-Official-Guide%2Fdp%2F1782173358%2Fref%3Dsr_1_242_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-242-spons%26psc%3D1,NaN
Introduction to Probability for Data Science,Stanley Chan,Michigan Publishing Services,2021-11-05,704.0,70.0,English,978-1607857464,https://www.amazon.com/Introduction-Probability-Data-Science-Stanley/dp/1607857464/ref=sr_1_216?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-216,NaN
The Foundations of Statistics,Leonard J. Savage,"Dover Publications, 2nd Revised ed. edition",1972-06-01,310.0,11.89,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0426729JRVD6C0U480I&qualifier=1671165070&id=2380392184025275&widgetName=sp_atf_next&url=%2FFoundations-Statistics-Leonard-J-Savage%2Fdp%2F0486623491%2Fref%3Dsr_1_241_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-241-spons%26psc%3D1,NaN
Data Structures & Algorithms Interview Questions You'll Most Likely Be Asked (Job Interview Questions Series),NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A053842225XJOBY5IVGR4&qualifier=1671165060&id=994456475850918&widgetName=sp_mtf&url=%2FStructures-Algorithms-Interview-Questions-Likely%2Fdp%2F1946383066%2Fref%3Dsr_1_211_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-211-spons%26psc%3D1,NaN
"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale",Valliappa Lakshmanan and Jordan Tigani,"O'Reilly Media, 1st edition",2019-11-19,522.0,29.99,English,NaN,https://www.amazon.com/Google-BigQuery-Definitive-Warehousing-Analytics/dp/1492044466/ref=sr_1_213?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-213,NaN
Automated Machine Learning in Action,"Qingquan Song, Haifeng Jin, et al.",Manning,2022-06-07,336.0,44.99,English,978-1617298059,https://www.amazon.com/Automated-Machine-Learning-Action-Qingquan/dp/1617298050/ref=sr_1_215?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-215,NaN
Data Scientist Lined Notebook Data Science Journal: Data Science Gifts Funny Data Scientist Gift Big Data Machine Learning Lined Notebook,Data Science by Medved,Independently published,2021-02-21,120.0,7.99,English,979-8712251803,https://www.amazon.com/Scientist-Lined-Notebook-Science-Journal/dp/B08X63FKNW/ref=sr_1_205?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-205,NaN
"Mastering PostgreSQL 13: Build, administer, and maintain database applications efficiently with PostgreSQL 13, 4th Edition",Hans-Jurgen Schonig,"Packt Publishing, 4th ed. edition",2020-11-13,476.0,41.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A016871527USU9TLYH4V2&qualifier=1671165060&id=994456475850918&widgetName=sp_mtf&url=%2FMastering-PostgreSQL-administer-applications-efficiently%2Fdp%2F1800567499%2Fref%3Dsr_1_212_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-212-spons%26psc%3D1,NaN
Pro DAX and Data Modeling in Power BI: Creating the Perfect Semantic Layer to Drive Your Dashboard Analytics,Adam Aspin,"Apress, 1st ed. edition",2022-11-26,488.0,54.99,English,978-1484289945,https://www.amazon.com/Pro-DAX-Data-Modeling-Power/dp/1484289943/ref=sr_1_207?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-207,NaN
SQL for Beginners: An Informative and In-depth Guide to SQL Programming,Chad Knowles,Independently published,2022-10-03,159.0,15.89,English,979-8355977658,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A01871283OJ6XM4EKC4KU&qualifier=1671165060&id=994456475850918&widgetName=sp_mtf&url=%2FSQL-Beginners-Informative-depth-Programming%2Fdp%2FB0BGNF4Q4W%2Fref%3Dsr_1_209_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-209-spons%26psc%3D1,NaN
Introduction to Biomedical Data Science,Robert Hoyt and Robert Muenchen,Lulu.com,2019-11-24,258.0,64.95,English,NaN,https://www.amazon.com/Introduction-Biomedical-Data-Science-Robert/dp/179476173X/ref=sr_1_202?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-202,NaN
Basketball Data Science: With Applications in R (Chapman & Hall/CRC Data Science Series),NaN,NaN,NaN,NaN,46.5,NaN,NaN,https://www.amazon.com/Basketball-Data-Science-Applications-Chapman/dp/1138600792/ref=sr_1_201?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-201,NaN
Game Data Science,"Magy Seif El-Nasr, Truong-Huy D. Nguyen, et al.",Oxford University Press,2021-12-14,416.0,52.79,English,NaN,https://www.amazon.com/Game-Data-Science-Magy-El-Nasr/dp/0192897888/ref=sr_1_200?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-200,NaN
Algorithms for Dummies (for Dummies (Computer/Tech)),John Paul Mueller and Luca Massaron,"For Dummies, 2nd edition",2022-04-15,448.0,22.49,English,978-1119869986,https://www.amazon.com/Algorithms-Dummies-Computer-Tech/dp/1119869986/ref=sr_1_199?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-199,NaN
Foundational Python for Data Science (Addison-Wesley Data & Analytics Series),NaN,"Pearson, 1st edition",2021-10-07,256.0,24.0,English,978-0136624356,https://www.amazon.com/Foundational-Python-Science-Addison-Wesley-Analytics/dp/0136624359/ref=sr_1_198?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-198,NaN
The Alignment Problem: Machine Learning and Human Values,Brian Christian and Brilliance Audio,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Alignment-Problem-Machine-Learning-Values/dp/B085DTXC59/ref=sr_1_175?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-175,NaN
"Applied Data Science in Tourism: Interdisciplinary Approaches, Methodologies, and Applications (Tourism on the Verge)",Roman Egger,"Springer, 1st ed. 2022 edition",2022-02-01,667.0,73.61,English,978-3030883881,https://www.amazon.com/Applied-Data-Science-in-Tourism_-Interdisciplinary-Approaches_-Methodologies_-and-Applications-_Tourism-on-the-Verge_/dp/3030883884/ref=sr_1_174?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-174,NaN
"The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI",Paul Leonardi and Tsedal Neeley,Harvard Business Review Press,2022-05-10,272.0,19.69,English,978-1647820107,https://www.amazon.com/Digital-Mindset-Really-Thrive-Algorithms/dp/1647820103/ref=sr_1_173?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-173,NaN
Data Science in Education,Andrea Filatro,Independently published,2022-07-05,195.0,10.5,English,979-8839615700,https://www.amazon.com/Data-Science-Education-Andrea-Filatro/dp/B0BF9L5B7H/ref=sr_1_169?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-169,NaN
Essential Calculus Skills Practice Workbook with Full Solutions,Chris McMullen,Zishka Publishing,2018-08-16,151.0,9.99,English,978-1941691243,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A05028911QE6V76RDE7HP&qualifier=1671165060&id=994456475850918&widgetName=sp_atf_next&url=%2FEssential-Calculus-Practice-Workbook-Solutions%2Fdp%2F1941691242%2Fref%3Dsr_1_194_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-194-spons%26psc%3D1,NaN
Raise Your Analytics Game: From Excel to PowerBI,Ali Noorani and Muneeba Sirshar,Independently published,2022-05-25,260.0,25.57,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0553590B3QB9WAA0T6Z&qualifier=1671165060&id=994456475850918&widgetName=sp_atf_next&url=%2FRaise-Your-Analytics-Game-PowerBI%2Fdp%2FB0B45C7J53%2Fref%3Dsr_1_193_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-193-spons%26psc%3D1,NaN
How Data Happened: A History from the Age of Reason to the Age of Algorithms,Chris Wiggins and Matthew L. Jones,W. W. Norton & Company,2023-03-21,384.0,30.0,English,978-1324006732,https://www.amazon.com/How-Data-Happened-History-Algorithms/dp/1324006730/ref=sr_1_167?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-167,NaN
"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",Brett Lantz,"Packt Publishing, 3rd edition",2019-04-15,458.0,37.99,English,NaN,https://www.amazon.com/Machine-Learning-techniques-predictive-modeling/dp/1788295862/ref=sr_1_166?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-166,NaN
Introduction to Data Mining (2nd Edition) (What's New in Computer Science),"Pang-Ning Tan, Michael Steinbach, et al.",NaN,NaN,NaN,104.83,NaN,NaN,https://www.amazon.com/Introduction-Mining-Whats-Computer-Science/dp/0133128903/ref=sr_1_165?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-165,NaN
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science),NaN,"Springer, 2015th edition",2015-01-22,378.0,59.45,English,NaN,https://www.amazon.com/Structures-Algorithms-Undergraduate-Computer-Science/dp/3319130714/ref=sr_1_158?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-158,NaN
"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis",Hendrik Kleine,Packt Publishing,2021-03-19,288.0,41.99,English,978-1800563766,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02022501OTBPDY2JL2DJ&qualifier=1671165050&id=5922903231367767&widgetName=sp_mtf&url=%2FTableau-Prep-Cookbook-transform-analysis%2Fdp%2F1800563760%2Fref%3Dsr_1_163_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165050%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-163-spons%26psc%3D1,NaN
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)",NaN,"A K Peters/CRC Press, 1st edition",2021-02-09,NaN,40.94,English,978-0367000080,https://www.amazon.com/Data-Sketches-AK-Peters-Visualization/dp/0367000083/ref=sr_1_156?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-156,"Full-color , showcasing all 24 final data visualizations"
Data Science Strategy for Dummies,Ulrika J&auml;gare,"For Dummies, 1st edition",2019-06-12,328.0,18.0,English,NaN,https://www.amazon.com/Data-Science-Strategy-Dummies-Computer-ebook/dp/B07T4HFCF4/ref=sr_1_128?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-128,NaN
Data Science for Engineers,Raghunathan Rengaswamy and Resmi Suresh,"CRC Press, 1st edition",2022-12-16,360.0,120.0,English,978-0367754266,https://www.amazon.com/Data-Science-Engineers-Raghunathan-Rengaswamy/dp/0367754266/ref=sr_1_124?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-124,NaN
Quantitative Social Science: An Introduction in tidyverse,Kosuke Imai and Nora Webb Williams,Princeton University Press,2022-08-02,488.0,49.99,English,NaN,https://www.amazon.com/Quantitative-Social-Science-Introduction-tidyverse/dp/0691222282/ref=sr_1_123?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-123,NaN
"Computer Age Statistical Inference, Student Edition: Algorithms, Evidence, and Data Science (Institute of Mathematical Statistics Monographs, Series Number 6)",Bradley Efron and Trevor Hastie,NaN,NaN,NaN,45.42,NaN,NaN,https://www.amazon.com/Computer-Age-Statistical-Inference-Student/dp/1108823416/ref=sr_1_125?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-125,NaN
Machine Learning for Beginners: Learn and Understand the Basics of Artificial Intelligence. A Beginner's Guide to Properly Understand Machine Learning Essentials with Data Science Principles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Machine-Learning-Beginners-Understand-Intelligence/dp/B07YVMJG1T/ref=sr_1_121?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-121,NaN
Probability and Statistics for Data Science: Math + R + Data (Chapman & Hall/CRC Data Science Series),NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Probability-Statistics-Data-Science-Chapman/dp/1138393290/ref=sr_1_120?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-120,NaN
"The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Data-Warehouse-Toolkit-Definitive-Dimensional/dp/1118530802/ref=sr_1_118?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-118,NaN
Decolonizing Data: Unsettling Conversations about Social Research Methods,Jacqueline M. Quinless,University of Toronto Press,2022-02-15,172.0,24.95,English,NaN,https://www.amazon.com/Decolonizing-Data-Unsettling-Conversations-Research/dp/1487523335/ref=sr_1_122?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-122,NaN
"Data Science for Beginners: 4 Books in 1: Python Programming, Data Analysis, Machine Learning. A Complete Overview to Master The Art of Data Science ... Python for Business (Data Science Mastery)",NaN,NaN,NaN,NaN,25.62,NaN,NaN,https://www.amazon.com/Data-Science-Beginners-Programming-Learning/dp/1914167007/ref=sr_1_111?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-111,NaN
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"Sebastian Raschka, Yuxi (Hayden) Liu, et al.",Packt Publishing,2022-02-25,774.0,39.02,English,978-1801819312,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06644962ZEDTH7LTE0PB&qualifier=1671165042&id=1040193484027598&widgetName=sp_mtf&url=%2FMachine-Learning-PyTorch-Scikit-Learn-learning%2Fdp%2F1801819319%2Fref%3Dsr_1_113_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165042%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-113-spons%26psc%3D1,NaN
